,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,[185],"[191, 230]","[161, 199, 235]","[143, 210, 216, 222]","[120, 191, 210, 216, 235]","[156, 180, 185, 198, 204, 216]","[156, 180, 185, 198, 210, 229, 253]","[180, 185, 193, 210, 229, 253, 274, 78]","[140, 180, 198, 202, 229, 253, 274, 345, 78]","[140, 144, 180, 198, 229, 253, 271, 274, 276, 78]","[118, 140, 144, 180, 229, 253, 258, 271, 274, 276, 78]","[118, 140, 144, 229, 243, 253, 256, 258, 271, 276, 67, 78]","[118, 140, 144, 214, 216, 243, 256, 258, 271, 276, 349, 67, 78]","[102, 140, 144, 214, 216, 243, 256, 258, 271, 276, 349, 67, 69, 97]","[102, 139, 144, 153, 214, 216, 243, 256, 258, 271, 304, 306, 67, 69, 97]","[100, 102, 139, 144, 153, 214, 216, 243, 25, 256, 258, 271, 304, 306, 69, 97]","[100, 102, 139, 153, 167, 214, 216, 243, 25, 254, 256, 258, 269, 304, 306, 69, 97]","[102, 139, 153, 167, 197, 214, 216, 25, 254, 258, 269, 278, 304, 306, 346, 69, 92, 97]","[102, 114, 133, 139, 153, 178, 197, 214, 216, 246, 25, 258, 269, 278, 304, 306, 346, 69, 92]","[114, 133, 139, 153, 178, 184, 197, 209, 214, 216, 25, 270, 271, 278, 290, 293, 304, 306, 44, 92]","[102, 114, 133, 147, 173, 178, 197, 204, 214, 236, 246, 25, 258, 269, 275, 278, 288, 304, 346, 69, 92]","[114, 133, 147, 173, 178, 184, 197, 204, 209, 214, 236, 25, 270, 271, 275, 278, 288, 290, 293, 304, 44, 92]","[114, 124, 133, 147, 173, 178, 197, 204, 209, 214, 236, 27, 270, 271, 275, 278, 288, 290, 293, 304, 44, 51, 92]","[114, 124, 133, 134, 147, 173, 178, 197, 204, 214, 236, 27, 270, 271, 275, 278, 283, 288, 301, 304, 31, 343, 51, 92]","[114, 133, 134, 147, 173, 178, 197, 204, 214, 233, 236, 27, 270, 271, 275, 278, 283, 288, 301, 304, 309, 31, 48, 92, 98]"
