,NTACode,yearMonth,subwayExits,subwayEntries
101,BK23,201606,227158.0,294078.0
102,BK23,201607,319088.0,408294.0
103,BK23,201608,425978.0,514153.0
104,BK23,201609,336368.0,399629.0
105,BK23,201610,295851.0,352197.0
106,BK23,201611,253113.0,301776.0
107,BK23,201612,189958.0,227640.0
108,BK23,201701,245441.0,288749.0
109,BK23,201702,173731.0,207967.0
110,BK23,201703,197440.0,234240.0
111,BK23,201704,304763.0,377087.0
112,BK23,201705,317023.0,412483.0
113,BK23,201706,198371.0,270447.0
114,BK23,201707,398679.0,520580.0
115,BK23,201708,382434.0,482619.0
116,BK23,201709,251777.0,289541.0
117,BK23,201710,803532.0,459542.24652777775
118,BK23,201711,330149.61805555556,571085.9166666666
119,BK23,201712,125072.0,144250.0
120,BK26,201601,18287.0,68796.0
121,BK26,201602,17367.0,73267.0
122,BK26,201603,20108.0,86425.0
123,BK26,201604,19968.0,77899.0
124,BK26,201605,20394.0,82405.0
125,BK26,201606,9130.0,42764.0
126,BK26,201607,10385.0,60275.0
127,BK26,201608,12652.0,77741.0
128,BK26,201609,18582.0,84280.0
129,BK26,201610,17370.0,83120.0
130,BK26,201611,17123.0,82576.0
131,BK26,201612,12321.0,61548.0
132,BK26,201701,17731.0,79634.0
133,BK26,201702,10698.0,54728.0
134,BK26,201703,13939.0,65715.0
135,BK26,201704,16707.0,74234.0
136,BK26,201705,18420.0,79852.0
